Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-22,11.0,0.4601663471017867,0.4601663471017867
2025-05-23,16.0,1.67614995861428,1.67614995861428
2025-05-26,8.0,-0.2694238198057092,-0.2694238198057092
2025-05-27,5.5,-0.8774156255619558,-0.8774156255619558
2025-05-28,17.5,2.040945042068028,2.040945042068028
2025-06-02,11.0,0.4601663471017867,0.4601663471017867
2025-06-03,14.0,1.1897565140092827,1.1897565140092827
2025-06-04,14.0,1.1897565140092827,1.1897565140092827
2025-06-05,10.0,0.2169696247992881,0.2169696247992881
2025-06-09,7.5,-0.3910221809569585,-0.3910221809569585
2025-06-10,3.5,-1.3638090701669532,-1.3638090701669532
2025-06-13,13.0,0.9465597917067841,0.9465597917067841
2025-06-16,10.0,0.2169696247992881,0.2169696247992881
2025-06-17,10.5,0.33856798595053744,0.33856798595053744
2025-06-18,7.0,-0.5126205421082078,-0.5126205421082078
2025-06-19,9.0,-0.026227097503210544,-0.026227097503210544
2025-06-20,6.5,-0.6342189032594572,-0.6342189032594572
2025-06-23,14.5,1.311354875160532,1.311354875160532
2025-06-24,7.0,-0.5126205421082078,-0.5126205421082078
2025-06-25,9.0,-0.026227097503210544,-0.026227097503210544
2025-06-30,6.0,-0.7558172644107065,-0.7558172644107065
2025-07-01,7.0,-0.5126205421082078,-0.5126205421082078
2025-07-02,8.0,-0.2694238198057092,-0.2694238198057092
2025-07-04,4.5,-1.1206123478644545,-1.1206123478644545
2025-07-07,7.0,-0.5126205421082078,-0.5126205421082078
2025-07-08,6.0,-0.7558172644107065,-0.7558172644107065
2025-07-09,10.5,0.33856798595053744,0.33856798595053744
2025-07-10,4.5,-1.1206123478644545,-1.1206123478644545
2025-07-11,6.0,-0.7558172644107065,-0.7558172644107065
2025-07-14,8.0,-0.2694238198057092,-0.2694238198057092
