Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-07,4.0,-0.34079138409134196,-0.34079138409134196
2025-01-08,8.5,1.013405957955833,1.013405957955833
2025-01-13,6.0,0.261074101262958,0.261074101262958
2025-01-16,4.0,-0.34079138409134196,-0.34079138409134196
2025-01-17,4.5,-0.19032501275276698,-0.19032501275276698
2025-01-21,5.0,-0.039858641414191986,-0.039858641414191986
2025-01-22,5.0,-0.039858641414191986,-0.039858641414191986
2025-01-23,3.0,-0.6417241267684919,-0.6417241267684919
2025-01-24,3.0,-0.6417241267684919,-0.6417241267684919
2025-01-27,3.5,-0.49125775542991695,-0.49125775542991695
2025-01-28,4.0,-0.34079138409134196,-0.34079138409134196
2025-01-29,6.0,0.261074101262958,0.261074101262958
2025-02-03,8.5,1.013405957955833,1.013405957955833
2025-02-04,3.0,-0.6417241267684919,-0.6417241267684919
2025-02-05,3.0,-0.6417241267684919,-0.6417241267684919
2025-02-06,2.5,-0.7921904981070669,-0.7921904981070669
2025-02-10,3.5,-0.49125775542991695,-0.49125775542991695
2025-02-11,1.5,-1.0931232407842169,-1.0931232407842169
2025-02-14,2.0,-0.9426568694456419,-0.9426568694456419
2025-02-18,4.0,-0.34079138409134196,-0.34079138409134196
2025-02-19,2.5,-0.7921904981070669,-0.7921904981070669
2025-02-20,2.5,-0.7921904981070669,-0.7921904981070669
2025-02-21,4.5,-0.19032501275276698,-0.19032501275276698
2025-02-24,3.5,-0.49125775542991695,-0.49125775542991695
2025-02-25,4.0,-0.34079138409134196,-0.34079138409134196
2025-02-26,7.0,0.5620068439401079,0.5620068439401079
2025-03-03,10.0,1.464805071971558,1.464805071971558
2025-03-04,12.0,2.0666705573258577,2.0666705573258577
2025-03-05,7.0,0.5620068439401079,0.5620068439401079
2025-03-06,4.0,-0.34079138409134196,-0.34079138409134196
2025-03-10,8.0,0.8629395866172579,0.8629395866172579
2025-03-11,3.5,-0.49125775542991695,-0.49125775542991695
2025-03-14,7.0,0.5620068439401079,0.5620068439401079
2025-03-17,7.0,0.5620068439401079,0.5620068439401079
2025-03-18,4.0,-0.34079138409134196,-0.34079138409134196
2025-03-19,8.5,1.013405957955833,1.013405957955833
2025-03-20,2.5,-0.7921904981070669,-0.7921904981070669
2025-03-21,2.5,-0.7921904981070669,-0.7921904981070669
2025-03-24,3.0,-0.6417241267684919,-0.6417241267684919
2025-03-25,2.5,-0.7921904981070669,-0.7921904981070669
2025-03-26,5.0,-0.039858641414191986,-0.039858641414191986
2025-03-31,9.5,1.314338700632983,1.314338700632983
2025-04-01,4.0,-0.34079138409134196,-0.34079138409134196
2025-04-02,23.5,5.527397098113083,5.527397098113083
2025-04-03,6.0,0.261074101262958,0.261074101262958
2025-04-04,8.5,1.013405957955833,1.013405957955833
2025-04-07,18.5,4.022733384727332,4.022733384727332
2025-04-08,17.5,3.721800642050183,3.721800642050183
2025-04-09,20.0,4.4741324987430575,4.4741324987430575
2025-04-14,7.5,0.7124732152786829,0.7124732152786829
2025-04-15,4.0,-0.34079138409134196,-0.34079138409134196
2025-04-16,5.0,-0.039858641414191986,-0.039858641414191986
2025-04-17,4.0,-0.34079138409134196,-0.34079138409134196
2025-04-21,4.5,-0.19032501275276698,-0.19032501275276698
2025-04-22,3.0,-0.6417241267684919,-0.6417241267684919
2025-04-23,3.5,-0.49125775542991695,-0.49125775542991695
2025-04-24,2.0,-0.9426568694456419,-0.9426568694456419
2025-04-25,9.5,1.314338700632983,1.314338700632983
2025-04-28,4.0,-0.34079138409134196,-0.34079138409134196
2025-04-29,4.0,-0.34079138409134196,-0.34079138409134196
2025-05-01,7.0,0.5620068439401079,0.5620068439401079
2025-05-05,3.5,-0.49125775542991695,-0.49125775542991695
2025-05-06,4.0,-0.34079138409134196,-0.34079138409134196
2025-05-07,5.0,-0.039858641414191986,-0.039858641414191986
2025-05-08,6.5,0.411540472601533,0.411540472601533
2025-05-09,3.0,-0.6417241267684919,-0.6417241267684919
2025-05-12,5.5,0.110607729924383,0.110607729924383
2025-05-14,3.0,-0.6417241267684919,-0.6417241267684919
2025-05-16,16.0,3.2704015280344576,3.2704015280344576
2025-05-19,8.5,1.013405957955833,1.013405957955833
2025-05-20,4.0,-0.34079138409134196,-0.34079138409134196
2025-05-21,4.0,-0.34079138409134196,-0.34079138409134196
2025-05-22,5.5,0.110607729924383,0.110607729924383
2025-05-23,3.5,-0.49125775542991695,-0.49125775542991695
2025-05-27,6.0,0.261074101262958,0.261074101262958
2025-05-28,9.5,1.314338700632983,1.314338700632983
2025-06-02,13.5,2.518069671341583,2.518069671341583
2025-06-03,2.5,-0.7921904981070669,-0.7921904981070669
2025-06-04,3.0,-0.6417241267684919,-0.6417241267684919
2025-06-05,2.5,-0.7921904981070669,-0.7921904981070669
2025-06-09,4.5,-0.19032501275276698,-0.19032501275276698
2025-06-10,3.5,-0.49125775542991695,-0.49125775542991695
2025-06-13,5.0,-0.039858641414191986,-0.039858641414191986
2025-06-16,3.5,-0.49125775542991695,-0.49125775542991695
2025-06-17,3.0,-0.6417241267684919,-0.6417241267684919
2025-06-18,5.0,-0.039858641414191986,-0.039858641414191986
2025-06-20,3.0,-0.6417241267684919,-0.6417241267684919
2025-06-23,5.0,-0.039858641414191986,-0.039858641414191986
2025-06-24,3.5,-0.49125775542991695,-0.49125775542991695
2025-06-25,3.5,-0.49125775542991695,-0.49125775542991695
2025-06-30,5.5,0.110607729924383,0.110607729924383
2025-07-01,4.5,-0.19032501275276698,-0.19032501275276698
2025-07-02,5.0,-0.039858641414191986,-0.039858641414191986
2025-07-07,5.5,0.110607729924383,0.110607729924383
2025-07-08,5.5,0.110607729924383,0.110607729924383
2025-07-09,2.5,-0.7921904981070669,-0.7921904981070669
2025-07-10,2.5,-0.7921904981070669,-0.7921904981070669
2025-07-11,3.5,-0.49125775542991695,-0.49125775542991695
2025-07-14,5.0,-0.039858641414191986,-0.039858641414191986
2025-07-18,3.5,-0.49125775542991695,-0.49125775542991695
2025-07-21,4.5,-0.19032501275276698,-0.19032501275276698
2025-07-22,4.0,-0.34079138409134196,-0.34079138409134196
2025-07-23,3.5,-0.49125775542991695,-0.49125775542991695
2025-07-24,5.5,0.110607729924383,0.110607729924383
2025-07-25,3.0,-0.6417241267684919,-0.6417241267684919
2025-07-28,2.0,-0.9426568694456419,-0.9426568694456419
