Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-17,1.1875,-0.1347551394674565,-0.1347551394674565
2024-12-18,1.8125,0.4049195527982419,0.4049195527982419
2024-12-23,0.5625,-0.6744298317331548,-0.6744298317331548
2024-12-24,0.25,-0.944267177866004,-0.944267177866004
2024-12-26,0.375,-0.8363322394128644,-0.8363322394128644
2024-12-27,0.6875,-0.5664948932800152,-0.5664948932800152
2024-12-30,1.0,-0.296657547147166,-0.296657547147166
2024-12-31,0.9375,-0.35062501637373583,-0.35062501637373583
2025-01-02,0.75,-0.5125274240534453,-0.5125274240534453
2025-01-03,0.625,-0.620462362506585,-0.620462362506585
2025-01-06,1.0625,-0.24269007792059616,-0.24269007792059616
2025-01-07,0.5625,-0.6744298317331548,-0.6744298317331548
2025-01-08,1.625,0.24301714511853237,0.24301714511853237
2025-01-09,0.6875,-0.5664948932800152,-0.5664948932800152
2025-01-13,1.125,-0.18872260869402632,-0.18872260869402632
2025-01-16,1.1875,-0.1347551394674565,-0.1347551394674565
2025-01-17,1.5,0.1350822066653927,0.1350822066653927
2025-01-20,1.375,0.02714726821225301,0.02714726821225301
2025-01-21,0.6875,-0.5664948932800152,-0.5664948932800152
2025-01-22,0.8125,-0.4585599548268755,-0.4585599548268755
2025-01-23,0.6875,-0.5664948932800152,-0.5664948932800152
2025-01-24,0.375,-0.8363322394128644,-0.8363322394128644
2025-01-27,1.375,0.02714726821225301,0.02714726821225301
2025-01-28,0.5625,-0.6744298317331548,-0.6744298317331548
2025-01-29,0.5,-0.7283973009597247,-0.7283973009597247
2025-02-03,1.25,-0.08078767024088666,-0.08078767024088666
2025-02-04,0.6875,-0.5664948932800152,-0.5664948932800152
2025-02-05,0.25,-0.944267177866004,-0.944267177866004
2025-02-06,0.75,-0.5125274240534453,-0.5125274240534453
2025-02-10,1.0625,-0.24269007792059616,-0.24269007792059616
2025-02-11,0.5,-0.7283973009597247,-0.7283973009597247
2025-02-14,1.5,0.1350822066653927,0.1350822066653927
2025-02-17,0.25,-0.944267177866004,-0.944267177866004
2025-02-18,0.375,-0.8363322394128644,-0.8363322394128644
2025-02-19,0.8125,-0.4585599548268755,-0.4585599548268755
2025-02-20,0.6875,-0.5664948932800152,-0.5664948932800152
2025-02-21,0.625,-0.620462362506585,-0.620462362506585
2025-02-24,0.8125,-0.4585599548268755,-0.4585599548268755
2025-02-25,0.75,-0.5125274240534453,-0.5125274240534453
2025-02-26,4.375,2.6175857910876053,2.6175857910876053
2025-03-03,4.4375,2.671553260314175,2.671553260314175
2025-03-04,5.5,3.589000237165862,3.589000237165862
2025-03-05,5.125,3.2651954218064434,3.2651954218064434
2025-03-06,6.0,4.020739990978421,4.020739990978421
2025-03-10,4.0625,2.347748444954756,2.347748444954756
2025-03-11,3.9375,2.2398135065016165,2.2398135065016165
2025-03-14,0.75,-0.5125274240534453,-0.5125274240534453
2025-03-17,1.875,0.4588870220248117,0.4588870220248117
2025-03-18,0.875,-0.4045924856003057,-0.4045924856003057
2025-03-19,1.1875,-0.1347551394674565,-0.1347551394674565
2025-03-20,1.125,-0.18872260869402632,-0.18872260869402632
2025-03-21,1.1875,-0.1347551394674565,-0.1347551394674565
2025-03-24,0.5625,-0.6744298317331548,-0.6744298317331548
2025-03-25,1.0,-0.296657547147166,-0.296657547147166
2025-03-26,0.6875,-0.5664948932800152,-0.5664948932800152
2025-03-31,1.5625,0.18904967589196253,0.18904967589196253
2025-04-01,1.5,0.1350822066653927,0.1350822066653927
2025-04-02,0.875,-0.4045924856003057,-0.4045924856003057
2025-04-03,3.5,1.8620412219156275,1.8620412219156275
2025-04-04,4.4375,2.671553260314175,2.671553260314175
2025-04-07,3.75,2.077911098821907,2.077911098821907
2025-04-08,4.3125,2.563618321861035,2.563618321861035
2025-04-09,3.375,1.7541062834624879,1.7541062834624879
2025-04-14,1.1875,-0.1347551394674565,-0.1347551394674565
2025-04-15,1.75,0.350952083571672,0.350952083571672
2025-04-16,1.0625,-0.24269007792059616,-0.24269007792059616
2025-04-17,1.375,0.02714726821225301,0.02714726821225301
2025-04-21,1.6875,0.2969846143451022,0.2969846143451022
2025-04-22,0.5,-0.7283973009597247,-0.7283973009597247
2025-04-23,0.9375,-0.35062501637373583,-0.35062501637373583
2025-04-24,1.5,0.1350822066653927,0.1350822066653927
2025-04-25,0.8125,-0.4585599548268755,-0.4585599548268755
2025-04-28,1.125,-0.18872260869402632,-0.18872260869402632
2025-04-29,0.8125,-0.4585599548268755,-0.4585599548268755
2025-05-01,1.1875,-0.1347551394674565,-0.1347551394674565
2025-05-05,0.8125,-0.4585599548268755,-0.4585599548268755
2025-05-06,1.0,-0.296657547147166,-0.296657547147166
2025-05-07,1.0,-0.296657547147166,-0.296657547147166
2025-05-08,0.9375,-0.35062501637373583,-0.35062501637373583
2025-05-09,0.8125,-0.4585599548268755,-0.4585599548268755
2025-05-12,1.5,0.1350822066653927,0.1350822066653927
2025-05-14,0.8125,-0.4585599548268755,-0.4585599548268755
2025-05-16,0.8125,-0.4585599548268755,-0.4585599548268755
2025-05-19,1.3125,-0.026820201014316827,-0.026820201014316827
2025-05-20,0.5,-0.7283973009597247,-0.7283973009597247
2025-05-21,0.75,-0.5125274240534453,-0.5125274240534453
2025-05-22,1.0,-0.296657547147166,-0.296657547147166
2025-05-23,2.3125,0.8366593066108006,0.8366593066108006
2025-05-26,0.25,-0.944267177866004,-0.944267177866004
2025-05-27,0.625,-0.620462362506585,-0.620462362506585
2025-05-28,5.6875,3.7509026448455716,3.7509026448455716
2025-06-02,5.0,3.1572604833533036,3.1572604833533036
2025-06-03,0.75,-0.5125274240534453,-0.5125274240534453
2025-06-04,1.625,0.24301714511853237,0.24301714511853237
2025-06-05,1.75,0.350952083571672,0.350952083571672
2025-06-09,0.8125,-0.4585599548268755,-0.4585599548268755
2025-06-10,0.375,-0.8363322394128644,-0.8363322394128644
2025-06-13,1.5,0.1350822066653927,0.1350822066653927
2025-06-16,1.0625,-0.24269007792059616,-0.24269007792059616
2025-06-17,1.875,0.4588870220248117,0.4588870220248117
2025-06-18,0.75,-0.5125274240534453,-0.5125274240534453
2025-06-19,1.0625,-0.24269007792059616,-0.24269007792059616
2025-06-20,1.0,-0.296657547147166,-0.296657547147166
2025-06-23,1.375,0.02714726821225301,0.02714726821225301
2025-06-24,1.0,-0.296657547147166,-0.296657547147166
2025-06-25,1.0,-0.296657547147166,-0.296657547147166
2025-06-30,0.625,-0.620462362506585,-0.620462362506585
2025-07-01,1.125,-0.18872260869402632,-0.18872260869402632
2025-07-02,0.9375,-0.35062501637373583,-0.35062501637373583
2025-07-04,0.375,-0.8363322394128644,-0.8363322394128644
2025-07-07,0.5625,-0.6744298317331548,-0.6744298317331548
2025-07-08,0.6875,-0.5664948932800152,-0.5664948932800152
2025-07-09,1.3125,-0.026820201014316827,-0.026820201014316827
2025-07-10,0.6875,-0.5664948932800152,-0.5664948932800152
2025-07-11,0.625,-0.620462362506585,-0.620462362506585
2025-07-14,0.875,-0.4045924856003057,-0.4045924856003057
2025-07-17,1.5625,0.18904967589196253,0.18904967589196253
2025-07-18,0.875,-0.4045924856003057,-0.4045924856003057
2025-07-21,0.625,-0.620462362506585,-0.620462362506585
2025-07-22,1.375,0.02714726821225301,0.02714726821225301
2025-07-23,0.6875,-0.5664948932800152,-0.5664948932800152
2025-07-24,1.1875,-0.1347551394674565,-0.1347551394674565
2025-07-25,0.6875,-0.5664948932800152,-0.5664948932800152
2025-07-28,0.5,-0.7283973009597247,-0.7283973009597247
2025-07-29,0.625,-0.620462362506585,-0.620462362506585
2025-08-04,1.375,0.02714726821225301,0.02714726821225301
2025-08-05,0.5625,-0.6744298317331548,-0.6744298317331548
2025-08-06,0.5,-0.7283973009597247,-0.7283973009597247
