Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:15m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-02-20,3.5,-0.2774070521187103,-0.2774070521187103
2025-02-21,2.5,-0.7126118819361158,-0.7126118819361158
2025-02-24,5.0,0.37540019260739793,0.37540019260739793
2025-02-25,5.0,0.37540019260739793,0.37540019260739793
2025-02-26,4.0,-0.059804637210007554,-0.059804637210007554
2025-03-03,3.5,-0.2774070521187103,-0.2774070521187103
2025-03-04,4.5,0.15779777769869519,0.15779777769869519
2025-03-05,6.0,0.8106050224248034,0.8106050224248034
2025-03-06,6.5,1.0282074373335062,1.0282074373335062
2025-03-10,4.0,-0.059804637210007554,-0.059804637210007554
2025-03-11,3.75,-0.16860584466435893,-0.16860584466435893
2025-03-14,3.25,-0.38620825957306165,-0.38620825957306165
2025-03-17,6.75,1.1370086447878576,1.1370086447878576
2025-03-18,3.75,-0.16860584466435893,-0.16860584466435893
2025-03-19,4.5,0.15779777769869519,0.15779777769869519
2025-03-20,4.25,0.04899657024434382,0.04899657024434382
2025-03-21,2.5,-0.7126118819361158,-0.7126118819361158
2025-03-24,2.0,-0.9302142968448185,-0.9302142968448185
2025-03-25,4.25,0.04899657024434382,0.04899657024434382
2025-03-26,2.5,-0.7126118819361158,-0.7126118819361158
2025-03-31,4.0,-0.059804637210007554,-0.059804637210007554
2025-04-01,5.0,0.37540019260739793,0.37540019260739793
2025-04-02,4.25,0.04899657024434382,0.04899657024434382
2025-04-03,10.5,2.769026756603128,2.769026756603128
2025-04-04,11.75,3.3130327938748847,3.3130327938748847
2025-04-07,10.75,2.8778279640574795,2.8778279640574795
2025-04-08,13.25,3.965840038600993,3.965840038600993
2025-04-09,13.75,4.183442453509696,4.183442453509696
2025-04-14,6.5,1.0282074373335062,1.0282074373335062
2025-04-15,6.75,1.1370086447878576,1.1370086447878576
2025-04-16,4.5,0.15779777769869519,0.15779777769869519
2025-04-17,4.5,0.15779777769869519,0.15779777769869519
2025-04-21,6.25,0.9194062298791548,0.9194062298791548
2025-04-22,3.5,-0.2774070521187103,-0.2774070521187103
2025-04-23,3.5,-0.2774070521187103,-0.2774070521187103
2025-04-24,5.0,0.37540019260739793,0.37540019260739793
2025-04-25,2.75,-0.6038106744817644,-0.6038106744817644
2025-04-28,3.25,-0.38620825957306165,-0.38620825957306165
2025-04-29,4.5,0.15779777769869519,0.15779777769869519
2025-05-01,3.75,-0.16860584466435893,-0.16860584466435893
2025-05-05,4.5,0.15779777769869519,0.15779777769869519
2025-05-06,3.25,-0.38620825957306165,-0.38620825957306165
2025-05-07,4.75,0.26659898515304653,0.26659898515304653
2025-05-08,4.25,0.04899657024434382,0.04899657024434382
2025-05-09,2.0,-0.9302142968448185,-0.9302142968448185
2025-05-12,4.25,0.04899657024434382,0.04899657024434382
2025-05-14,4.5,0.15779777769869519,0.15779777769869519
2025-05-16,2.75,-0.6038106744817644,-0.6038106744817644
2025-05-19,5.25,0.4842014000617493,0.4842014000617493
2025-05-20,3.0,-0.49500946702741305,-0.49500946702741305
2025-05-21,2.25,-0.8214130893904671,-0.8214130893904671
2025-05-22,4.75,0.26659898515304653,0.26659898515304653
2025-05-23,9.75,2.442623134240074,2.442623134240074
2025-05-26,2.5,-0.7126118819361158,-0.7126118819361158
2025-05-27,2.5,-0.7126118819361158,-0.7126118819361158
2025-05-28,5.5,0.5930026075161007,0.5930026075161007
2025-06-02,2.25,-0.8214130893904671,-0.8214130893904671
2025-06-03,3.25,-0.38620825957306165,-0.38620825957306165
2025-06-04,1.75,-1.0390155042991698,-1.0390155042991698
2025-06-05,6.5,1.0282074373335062,1.0282074373335062
2025-06-09,3.0,-0.49500946702741305,-0.49500946702741305
2025-06-10,2.0,-0.9302142968448185,-0.9302142968448185
2025-06-13,6.0,0.8106050224248034,0.8106050224248034
2025-06-16,4.75,0.26659898515304653,0.26659898515304653
2025-06-17,7.0,1.245809852242209,1.245809852242209
2025-06-18,3.25,-0.38620825957306165,-0.38620825957306165
2025-06-19,4.75,0.26659898515304653,0.26659898515304653
2025-06-20,3.75,-0.16860584466435893,-0.16860584466435893
2025-06-23,6.75,1.1370086447878576,1.1370086447878576
2025-06-24,3.5,-0.2774070521187103,-0.2774070521187103
2025-06-25,4.75,0.26659898515304653,0.26659898515304653
2025-06-30,2.75,-0.6038106744817644,-0.6038106744817644
2025-07-01,4.5,0.15779777769869519,0.15779777769869519
2025-07-02,2.25,-0.8214130893904671,-0.8214130893904671
2025-07-04,1.5,-1.1478167117535212,-1.1478167117535212
2025-07-07,2.75,-0.6038106744817644,-0.6038106744817644
2025-07-08,3.0,-0.49500946702741305,-0.49500946702741305
2025-07-09,5.25,0.4842014000617493,0.4842014000617493
2025-07-10,2.75,-0.6038106744817644,-0.6038106744817644
2025-07-11,2.75,-0.6038106744817644,-0.6038106744817644
2025-07-14,4.25,0.04899657024434382,0.04899657024434382
2025-07-17,6.0,0.8106050224248034,0.8106050224248034
2025-07-18,3.0,-0.49500946702741305,-0.49500946702741305
2025-07-21,2.5,-0.7126118819361158,-0.7126118819361158
2025-07-22,5.75,0.7018038149704521,0.7018038149704521
2025-07-23,3.0,-0.49500946702741305,-0.49500946702741305
2025-07-24,4.5,0.15779777769869519,0.15779777769869519
2025-07-25,2.5,-0.7126118819361158,-0.7126118819361158
2025-07-28,3.0,-0.49500946702741305,-0.49500946702741305
2025-07-29,2.75,-0.6038106744817644,-0.6038106744817644
2025-08-04,4.25,0.04899657024434382,0.04899657024434382
2025-08-05,1.75,-1.0390155042991698,-1.0390155042991698
