Date,"Volatility of Returns (Session:US Mid 10-15 ET, Interval:1h, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-05-12,3.5,-0.5594608386851919,-0.5594608386851919
2025-05-14,5.5,0.15020268884472948,0.15020268884472948
2025-05-16,5.25,0.06149474790348931,0.06149474790348931
2025-05-19,4.5,-0.20462907492023122,-0.20462907492023122
2025-05-20,2.25,-1.0030005433913929,-1.0030005433913929
2025-05-21,7.25,0.7711582754334108,0.7711582754334108
2025-05-22,4.0,-0.38204495680271155,-0.38204495680271155
2025-05-23,3.75,-0.47075289774395174,-0.47075289774395174
2025-05-26,1.25,-1.3578323071563534,-1.3578323071563534
2025-05-27,3.5,-0.5594608386851919,-0.5594608386851919
2025-05-28,3.0,-0.7368767205676723,-0.7368767205676723
2025-06-02,4.75,-0.11592113397899104,-0.11592113397899104
2025-06-03,4.25,-0.2933370158614714,-0.2933370158614714
2025-06-04,4.75,-0.11592113397899104,-0.11592113397899104
2025-06-05,6.5,0.5050344526096902,0.5050344526096902
2025-06-09,4.5,-0.20462907492023122,-0.20462907492023122
2025-06-10,4.25,-0.2933370158614714,-0.2933370158614714
2025-06-13,6.75,0.5937423935509304,0.5937423935509304
2025-06-16,5.0,-0.02721319303775087,-0.02721319303775087
2025-06-17,6.5,0.5050344526096902,0.5050344526096902
2025-06-18,3.75,-0.47075289774395174,-0.47075289774395174
2025-06-19,1.25,-1.3578323071563534,-1.3578323071563534
2025-06-20,7.5,0.8598662163746509,0.8598662163746509
2025-06-23,3.75,-0.47075289774395174,-0.47075289774395174
2025-06-24,2.75,-0.8255846615089124,-0.8255846615089124
2025-06-25,5.5,0.15020268884472948,0.15020268884472948
2025-06-30,5.0,-0.02721319303775087,-0.02721319303775087
2025-07-01,3.25,-0.648168779626432,-0.648168779626432
2025-07-02,3.75,-0.47075289774395174,-0.47075289774395174
2025-07-04,2.75,-0.8255846615089124,-0.8255846615089124
2025-07-07,3.0,-0.7368767205676723,-0.7368767205676723
2025-07-08,1.5,-1.2691243662151133,-1.2691243662151133
2025-07-09,2.5,-0.9142926024501526,-0.9142926024501526
2025-07-10,1.5,-1.2691243662151133,-1.2691243662151133
2025-07-11,2.75,-0.8255846615089124,-0.8255846615089124
2025-07-14,4.0,-0.38204495680271155,-0.38204495680271155
2025-07-17,2.75,-0.8255846615089124,-0.8255846615089124
2025-07-18,2.75,-0.8255846615089124,-0.8255846615089124
2025-07-21,2.0,-1.091708484332633,-1.091708484332633
2025-07-22,2.0,-1.091708484332633,-1.091708484332633
2025-07-23,4.0,-0.38204495680271155,-0.38204495680271155
2025-07-24,3.0,-0.7368767205676723,-0.7368767205676723
