Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-27,0.4375,-0.3662772134134992,-0.3662772134134992
2025-01-28,0.5,-0.3031915718282976,-0.3031915718282976
2025-01-29,0.6875,-0.11393464707269266,-0.11393464707269266
2025-02-03,0.5625,-0.24010593024309593,-0.24010593024309593
2025-02-04,0.375,-0.42936285499870086,-0.42936285499870086
2025-02-05,0.375,-0.42936285499870086,-0.42936285499870086
2025-02-06,0.25,-0.5555341381691041,-0.5555341381691041
2025-02-10,0.4375,-0.3662772134134992,-0.3662772134134992
2025-02-11,0.1875,-0.6186197797543058,-0.6186197797543058
2025-02-14,0.25,-0.5555341381691041,-0.5555341381691041
2025-02-18,0.4375,-0.3662772134134992,-0.3662772134134992
2025-02-19,0.3125,-0.4924484965839025,-0.4924484965839025
2025-02-20,0.3125,-0.4924484965839025,-0.4924484965839025
2025-02-21,0.5,-0.3031915718282976,-0.3031915718282976
2025-02-24,0.375,-0.42936285499870086,-0.42936285499870086
2025-02-25,0.3125,-0.4924484965839025,-0.4924484965839025
2025-02-26,4.4375,3.671203848039406,3.671203848039406
2025-03-03,5.25,4.491317188647027,4.491317188647027
2025-03-04,6.0,5.248344887669447,5.248344887669447
2025-03-05,0.9375,0.1384079192681139,0.1384079192681139
2025-03-06,0.375,-0.42936285499870086,-0.42936285499870086
2025-03-10,0.875,0.07532227768291226,0.07532227768291226
2025-03-11,0.75,-0.050849005487491016,-0.050849005487491016
2025-03-14,2.125,1.3370351093869453,1.3370351093869453
2025-03-17,2.25,1.4632063925573484,1.4632063925573484
2025-03-18,0.3125,-0.4924484965839025,-0.4924484965839025
2025-03-19,0.6875,-0.11393464707269266,-0.11393464707269266
2025-03-20,0.4375,-0.3662772134134992,-0.3662772134134992
2025-03-21,0.4375,-0.3662772134134992,-0.3662772134134992
2025-03-24,0.3125,-0.4924484965839025,-0.4924484965839025
2025-03-25,0.625,-0.1770202886578943,-0.1770202886578943
2025-03-26,0.5,-0.3031915718282976,-0.3031915718282976
2025-03-31,0.875,0.07532227768291226,0.07532227768291226
2025-04-01,0.75,-0.050849005487491016,-0.050849005487491016
2025-04-02,4.125,3.355775640113398,3.355775640113398
2025-04-03,1.375,0.5800074103645254,0.5800074103645254
2025-04-04,2.0625,1.2739494678017436,1.2739494678017436
2025-04-07,2.6875,1.90480588365376,1.90480588365376
2025-04-08,2.6875,1.90480588365376,1.90480588365376
2025-04-09,2.875,2.094062808409365,2.094062808409365
2025-04-14,0.9375,0.1384079192681139,0.1384079192681139
2025-04-15,0.8125,0.012236636097710626,0.012236636097710626
2025-04-16,0.5625,-0.24010593024309593,-0.24010593024309593
2025-04-17,0.6875,-0.11393464707269266,-0.11393464707269266
2025-04-21,0.875,0.07532227768291226,0.07532227768291226
2025-04-22,0.625,-0.1770202886578943,-0.1770202886578943
2025-04-23,0.75,-0.050849005487491016,-0.050849005487491016
2025-04-24,0.25,-0.5555341381691041,-0.5555341381691041
2025-04-25,0.5625,-0.24010593024309593,-0.24010593024309593
2025-04-28,0.625,-0.1770202886578943,-0.1770202886578943
2025-04-29,0.25,-0.5555341381691041,-0.5555341381691041
2025-05-01,0.625,-0.1770202886578943,-0.1770202886578943
2025-05-05,0.3125,-0.4924484965839025,-0.4924484965839025
2025-05-06,0.5625,-0.24010593024309593,-0.24010593024309593
2025-05-07,0.875,0.07532227768291226,0.07532227768291226
2025-05-08,0.8125,0.012236636097710626,0.012236636097710626
2025-05-09,0.5,-0.3031915718282976,-0.3031915718282976
2025-05-12,0.6875,-0.11393464707269266,-0.11393464707269266
2025-05-14,0.3125,-0.4924484965839025,-0.4924484965839025
2025-05-16,0.9375,0.1384079192681139,0.1384079192681139
2025-05-19,0.5,-0.3031915718282976,-0.3031915718282976
2025-05-20,0.25,-0.5555341381691041,-0.5555341381691041
2025-05-21,0.625,-0.1770202886578943,-0.1770202886578943
2025-05-22,0.4375,-0.3662772134134992,-0.3662772134134992
2025-05-23,0.320556640625,-0.4843163630983101,-0.4843163630983101
2025-05-27,0.625,-0.1770202886578943,-0.1770202886578943
2025-05-28,4.9375,4.175888980721019,4.175888980721019
2025-06-02,4.8125,4.049717697550616,4.049717697550616
2025-06-03,0.3125,-0.4924484965839025,-0.4924484965839025
2025-06-04,0.4375,-0.3662772134134992,-0.3662772134134992
2025-06-05,0.5,-0.3031915718282976,-0.3031915718282976
2025-06-09,0.4375,-0.3662772134134992,-0.3662772134134992
2025-06-10,0.5,-0.3031915718282976,-0.3031915718282976
2025-06-13,0.375,-0.42936285499870086,-0.42936285499870086
2025-06-16,0.25,-0.5555341381691041,-0.5555341381691041
2025-06-17,0.4375,-0.3662772134134992,-0.3662772134134992
2025-06-18,0.6875,-0.11393464707269266,-0.11393464707269266
2025-06-20,0.3125,-0.4924484965839025,-0.4924484965839025
2025-06-23,1.125,0.3276648440237188,0.3276648440237188
2025-06-24,0.6875,-0.11393464707269266,-0.11393464707269266
2025-06-25,0.625,-0.1770202886578943,-0.1770202886578943
2025-06-30,0.5625,-0.24010593024309593,-0.24010593024309593
2025-07-01,0.5,-0.3031915718282976,-0.3031915718282976
2025-07-02,0.375,-0.42936285499870086,-0.42936285499870086
2025-07-07,0.3125,-0.4924484965839025,-0.4924484965839025
2025-07-08,0.625,-0.1770202886578943,-0.1770202886578943
2025-07-09,0.5625,-0.24010593024309593,-0.24010593024309593
2025-07-10,0.25,-0.5555341381691041,-0.5555341381691041
2025-07-11,0.875,0.07532227768291226,0.07532227768291226
2025-07-14,0.375,-0.42936285499870086,-0.42936285499870086
2025-07-18,0.4375,-0.3662772134134992,-0.3662772134134992
2025-07-21,0.5,-0.3031915718282976,-0.3031915718282976
2025-07-22,0.375,-0.42936285499870086,-0.42936285499870086
2025-07-23,0.375,-0.42936285499870086,-0.42936285499870086
2025-07-24,0.5,-0.3031915718282976,-0.3031915718282976
2025-07-25,0.4375,-0.3662772134134992,-0.3662772134134992
2025-07-28,0.25,-0.5555341381691041,-0.5555341381691041
2025-07-29,0.375,-0.42936285499870086,-0.42936285499870086
2025-08-04,0.625,-0.1770202886578943,-0.1770202886578943
2025-08-05,0.1875,-0.6186197797543058,-0.6186197797543058
