Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2025-02-17,1.25,-1.440960731739006,-1.440960731739006
2025-02-18,1.75,-1.20942639866185,-1.20942639866185
2025-02-19,2.75,-0.746357732507538,-0.746357732507538
2025-02-20,3.5,-0.39905623289180403,-0.39905623289180403
2025-02-21,2.5,-0.862124899046116,-0.862124899046116
2025-02-24,5.0,0.29554676633966404,0.29554676633966404
2025-02-25,5.0,0.29554676633966404,0.29554676633966404
2025-02-26,4.0,-0.167521899814648,-0.167521899814648
2025-03-03,3.5,-0.39905623289180403,-0.39905623289180403
2025-03-04,4.5,0.06401243326250802,0.06401243326250802
2025-03-05,6.0,0.7586154324939761,0.7586154324939761
2025-03-06,6.5,0.9901497655711321,0.9901497655711321
2025-03-10,4.0,-0.167521899814648,-0.167521899814648
2025-03-11,3.75,-0.283289066353226,-0.283289066353226
2025-03-14,3.25,-0.514823399430382,-0.514823399430382
2025-03-17,6.75,1.1059169321097102,1.1059169321097102
2025-03-18,3.75,-0.283289066353226,-0.283289066353226
2025-03-19,4.5,0.06401243326250802,0.06401243326250802
2025-03-20,4.25,-0.051754733276069984,-0.051754733276069984
2025-03-21,2.75,-0.746357732507538,-0.746357732507538
2025-03-24,2.0,-1.093659232123272,-1.093659232123272
2025-03-25,4.25,-0.051754733276069984,-0.051754733276069984
2025-03-26,2.5,-0.862124899046116,-0.862124899046116
2025-03-31,4.0,-0.167521899814648,-0.167521899814648
2025-04-01,5.0,0.29554676633966404,0.29554676633966404
2025-04-02,4.25,-0.051754733276069984,-0.051754733276069984
2025-04-03,10.5,2.8424244301883803,2.8424244301883803
2025-04-04,11.75,3.4212602628812703,3.4212602628812703
2025-04-07,10.75,2.9581915967269583,2.9581915967269583
2025-04-08,13.25,4.115863262112739,4.115863262112739
2025-04-09,13.75,4.347397595189895,4.347397595189895
2025-04-14,6.5,0.9901497655711321,0.9901497655711321
2025-04-15,6.75,1.1059169321097102,1.1059169321097102
2025-04-16,4.5,0.06401243326250802,0.06401243326250802
2025-04-17,4.5,0.06401243326250802,0.06401243326250802
2025-04-21,6.25,0.8743825990325541,0.8743825990325541
2025-04-22,3.5,-0.39905623289180403,-0.39905623289180403
2025-04-23,3.5,-0.39905623289180403,-0.39905623289180403
2025-04-24,5.0,0.29554676633966404,0.29554676633966404
2025-04-25,2.75,-0.746357732507538,-0.746357732507538
2025-04-28,3.25,-0.514823399430382,-0.514823399430382
2025-04-29,4.5,0.06401243326250802,0.06401243326250802
2025-05-01,3.75,-0.283289066353226,-0.283289066353226
2025-05-05,4.5,0.06401243326250802,0.06401243326250802
2025-05-06,3.25,-0.514823399430382,-0.514823399430382
2025-05-07,4.75,0.17977959980108604,0.17977959980108604
2025-05-08,4.25,-0.051754733276069984,-0.051754733276069984
2025-05-09,3.25,-0.514823399430382,-0.514823399430382
2025-05-12,4.25,-0.051754733276069984,-0.051754733276069984
2025-05-14,4.5,0.06401243326250802,0.06401243326250802
2025-05-16,2.75,-0.746357732507538,-0.746357732507538
2025-05-19,5.25,0.41131393287824203,0.41131393287824203
2025-05-20,3.0,-0.63059056596896,-0.63059056596896
2025-05-21,2.25,-0.9778920655846941,-0.9778920655846941
2025-05-22,4.75,0.17977959980108604,0.17977959980108604
2025-05-23,9.75,2.4951229305726463,2.4951229305726463
2025-05-26,2.5,-0.862124899046116,-0.862124899046116
2025-05-27,2.5,-0.862124899046116,-0.862124899046116
2025-05-28,5.5,0.52708109941682,0.52708109941682
2025-06-02,2.5,-0.862124899046116,-0.862124899046116
2025-06-03,3.25,-0.514823399430382,-0.514823399430382
2025-06-04,7.0,1.2216840986482882,1.2216840986482882
2025-06-05,6.5,0.9901497655711321,0.9901497655711321
2025-06-09,3.0,-0.63059056596896,-0.63059056596896
2025-06-10,2.0,-1.093659232123272,-1.093659232123272
2025-06-13,6.0,0.7586154324939761,0.7586154324939761
2025-06-16,4.75,0.17977959980108604,0.17977959980108604
2025-06-17,7.0,1.2216840986482882,1.2216840986482882
2025-06-18,3.25,-0.514823399430382,-0.514823399430382
2025-06-19,4.75,0.17977959980108604,0.17977959980108604
2025-06-20,3.75,-0.283289066353226,-0.283289066353226
2025-06-23,6.75,1.1059169321097102,1.1059169321097102
2025-06-24,3.5,-0.39905623289180403,-0.39905623289180403
2025-06-25,4.75,0.17977959980108604,0.17977959980108604
2025-06-30,2.75,-0.746357732507538,-0.746357732507538
2025-07-01,4.5,0.06401243326250802,0.06401243326250802
2025-07-02,2.25,-0.9778920655846941,-0.9778920655846941
2025-07-04,1.5,-1.325193565200428,-1.325193565200428
2025-07-07,2.75,-0.746357732507538,-0.746357732507538
2025-07-08,3.25,-0.514823399430382,-0.514823399430382
2025-07-09,5.25,0.41131393287824203,0.41131393287824203
2025-07-10,2.75,-0.746357732507538,-0.746357732507538
2025-07-11,2.75,-0.746357732507538,-0.746357732507538
2025-07-14,4.25,-0.051754733276069984,-0.051754733276069984
2025-07-17,6.0,0.7586154324939761,0.7586154324939761
2025-07-18,3.0,-0.63059056596896,-0.63059056596896
2025-07-21,2.5,-0.862124899046116,-0.862124899046116
2025-07-22,5.75,0.642848265955398,0.642848265955398
2025-07-23,3.0,-0.63059056596896,-0.63059056596896
2025-07-24,4.5,0.06401243326250802,0.06401243326250802
2025-07-25,2.5,-0.862124899046116,-0.862124899046116
2025-07-28,3.0,-0.63059056596896,-0.63059056596896
2025-07-29,2.75,-0.746357732507538,-0.746357732507538
2025-08-04,4.25,-0.051754733276069984,-0.051754733276069984
